UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Failure_Type,Temp_Diff,Power_W,Tool_Wear_Speed_Ratio
9600,L56779,L,299.0,310.1,1463,37.4,56,0,0,0,0,0,0,No Failure,11.100000000000023,5729.867065078328,0.038277511700085365
9601,M24460,M,298.9,310.0,1561,45.3,58,0,0,0,0,0,0,No Failure,11.100000000000023,7405.079459703037,0.037155669204640175
9602,L56781,L,298.9,310.1,2109,18.0,61,0,0,0,0,0,0,No Failure,11.200000000000045,3975.3713438525238,0.028923660365463913
9603,L56782,L,298.9,310.2,1705,32.5,63,0,0,0,0,0,0,No Failure,11.300000000000011,5802.783430568147,0.03695014641084958
9604,M24463,M,298.9,310.1,1549,40.2,65,0,0,0,0,0,0,No Failure,11.200000000000045,6520.87820735019,0.04196255621715587
9605,H39018,H,299.0,310.2,1637,38.0,68,0,0,0,0,0,0,No Failure,11.199999999999989,6514.197086973555,0.0415394010901686
9606,M24465,M,298.9,310.1,1484,37.9,73,0,0,0,0,0,0,No Failure,11.200000000000045,5889.816019048096,0.04919137433159451
9607,L56786,L,298.9,310.1,1401,44.4,76,0,0,0,0,0,0,No Failure,11.200000000000045,6514.029535365364,0.05424696606533215
9608,L56787,L,298.9,310.1,1571,36.8,78,0,0,0,0,0,0,No Failure,11.200000000000045,6054.142258781866,0.04964990420337426
9609,M24468,M,298.9,310.1,1513,41.5,80,0,0,0,0,0,0,No Failure,11.200000000000045,6575.301064085877,0.0528750822678448
9610,L56789,L,299.0,310.1,1470,40.3,83,0,0,0,0,0,0,No Failure,11.100000000000023,6203.703013043763,0.05646258464991439
9611,L56790,L,299.0,310.1,1505,41.3,85,0,0,0,0,0,0,No Failure,11.100000000000023,6509.013459095132,0.05647840494034283
9612,L56791,L,299.0,310.2,1432,42.2,87,0,0,0,0,0,0,No Failure,11.199999999999989,6328.256689783088,0.06075418951987298
9613,M24472,M,299.0,310.2,1625,31.8,89,0,0,0,0,0,0,No Failure,11.199999999999989,5411.393345808418,0.05476923043218935
9614,L56793,L,299.0,310.2,1377,62.5,92,1,0,0,1,0,0,PWF,11.199999999999989,9012.443924985719,0.0668119094639658
9615,M24474,M,299.1,310.3,1441,43.9,94,0,0,0,0,0,0,No Failure,11.199999999999989,6624.561236894165,0.06523247699352897
9616,M24475,M,299.0,310.2,1564,39.9,97,0,0,0,0,0,0,No Failure,11.199999999999989,6534.8897105852,0.062020459961506014
9617,L56796,L,298.9,310.1,1580,37.3,100,0,0,0,0,0,0,No Failure,11.200000000000045,6171.5540482220285,0.0632911388399295
9618,L56797,L,299.0,310.2,1516,35.3,102,0,0,0,0,0,0,No Failure,11.199999999999989,5604.056751277568,0.06728232145592136
9619,L56798,L,299.0,310.1,1447,42.8,104,0,0,0,0,0,0,No Failure,11.100000000000023,6485.461986168721,0.07187283986266178
9620,M24479,M,298.9,310.0,1323,52.9,106,0,0,0,0,0,0,No Failure,11.100000000000023,7328.990085633092,0.08012093665819398
9621,L56800,L,298.9,310.0,1470,45.9,109,0,0,0,0,0,0,No Failure,11.100000000000023,7065.756037188803,0.07414965935952612
9622,M24481,M,299.0,310.0,2049,19.5,111,0,0,0,0,0,0,No Failure,11.0,4184.1301756835655,0.05417276693912754
9623,L56802,L,298.9,310.0,1794,27.2,114,0,0,0,0,0,0,No Failure,11.100000000000023,5109.988946623013,0.06354515014746293
9624,L56803,L,298.9,310.1,1356,47.8,116,0,0,0,0,0,0,No Failure,11.200000000000045,6787.599423639964,0.08554572208299616
9625,H39038,H,299.0,310.1,1555,38.6,118,0,0,0,0,0,0,No Failure,11.100000000000023,6285.593861547339,0.07588424388498878
9626,M24485,M,299.0,310.1,1487,47.5,123,0,0,0,0,0,0,No Failure,11.100000000000023,7396.618103489368,0.08271687906713598
9627,M24486,M,299.0,310.0,1341,58.9,126,0,0,0,0,0,0,No Failure,11.0,8271.279386150814,0.09395973084295503
9628,M24487,M,298.9,310.0,1487,36.6,129,0,0,0,0,0,0,No Failure,11.100000000000023,5699.288896583387,0.08675184877772799
9629,H39042,H,299.0,310.0,1569,34.3,132,0,0,0,0,0,0,No Failure,11.0,5635.671645348194,0.08413001858425737
9630,H39043,H,299.0,310.1,2053,19.7,137,0,0,0,0,0,0,No Failure,11.100000000000023,4235.296248035032,0.06673161194967553
9631,L56810,L,299.0,310.1,1583,35.8,142,0,0,0,0,0,0,No Failure,11.100000000000023,5934.615130288285,0.08970309482183768
9632,L56811,L,299.0,310.0,1672,33.2,144,0,0,0,0,0,0,No Failure,11.0,5813.035494594362,0.0861244013987775
9633,M24492,M,299.0,310.0,1337,57.4,146,0,0,0,0,0,0,No Failure,11.0,8036.591942952145,0.10919970000598579
9634,H39047,H,299.1,310.1,1421,41.2,149,0,0,0,0,0,0,No Failure,11.0,6130.839007431506,0.10485573465970631
9635,L56814,L,299.1,310.2,1425,52.7,154,0,0,0,0,0,0,No Failure,11.099999999999966,7864.19181009865,0.1080701746802093
9636,L56815,L,299.2,310.2,1609,33.2,156,0,0,0,0,0,0,No Failure,11.0,5594.003654786082,0.0969546296025194
9637,L56816,L,299.2,310.3,1507,41.3,158,0,0,0,0,0,0,No Failure,11.100000000000023,6517.663310868016,0.10484406035272688
9638,L56817,L,299.2,310.3,1463,38.9,160,0,0,0,0,0,0,No Failure,11.100000000000023,5959.674567688421,0.10936431914310103
9639,H39052,H,299.3,310.4,1393,44.9,162,0,0,0,0,0,0,No Failure,11.099999999999966,6549.770387787703,0.11629576370211225
9640,L56819,L,299.3,310.4,1725,26.8,167,0,0,0,0,0,0,No Failure,11.099999999999966,4841.194279181871,0.09681159364167193
9641,L56820,L,299.4,310.5,1514,36.1,169,0,0,0,0,0,0,No Failure,11.100000000000023,5723.500103967052,0.11162483413722038
9642,L56821,L,299.3,310.4,1365,53.9,171,0,0,0,0,0,0,No Failure,11.099999999999966,7704.598903296288,0.12527472435696174
9643,L56822,L,299.4,310.5,1372,46.3,173,0,0,0,0,0,0,No Failure,11.100000000000023,6652.175836319218,0.12609329354159407
9644,L56823,L,299.4,310.4,1509,40.6,175,0,0,0,0,0,0,No Failure,11.0,6415.697685308004,0.1159708408484371
9645,L56824,L,299.3,310.4,1629,32.6,177,0,0,0,0,0,0,No Failure,11.099999999999966,5561.18448353158,0.10865561627590169
9646,L56825,L,299.4,310.5,1749,28.1,179,0,0,0,0,0,0,No Failure,11.100000000000023,5146.651332890407,0.10234419609866097
9647,L56826,L,299.4,310.4,1582,31.7,181,0,0,0,0,0,0,No Failure,11.0,5251.6328873978655,0.11441213581281837
9648,L56827,L,299.2,310.2,1458,47.0,183,0,0,0,0,0,0,No Failure,11.0,7176.025939329805,0.12551440243131412
9649,L56828,L,299.1,310.1,1416,41.2,185,0,0,0,0,0,0,No Failure,11.0,6109.266737876855,0.1306497165914568
9650,H39063,H,299.1,310.0,1657,33.1,187,0,0,0,0,0,0,No Failure,10.899999999999977,5743.532993121444,0.11285455574620062
9651,M24510,M,299.1,310.0,1437,41.1,192,0,0,0,0,0,0,No Failure,10.899999999999977,6184.822041195689,0.13361169009316848
9652,M24511,M,299.1,310.0,1580,36.0,195,0,0,0,0,0,0,No Failure,10.899999999999977,5956.459671206248,0.12341772073786253
9653,M24512,M,299.0,310.0,1488,46.3,198,0,0,0,0,0,0,No Failure,11.0,7214.604697115888,0.1330645152347815
9654,L56833,L,299.0,309.9,1373,55.7,201,1,0,0,0,1,0,OSF,10.899999999999977,8008.558464506613,0.14639475494249996
9655,L56834,L,299.1,310.0,1367,56.3,203,1,0,0,0,1,0,OSF,10.899999999999977,8059.452265494767,0.1485003646781246
9656,H39069,H,299.1,310.0,1431,49.5,205,0,0,0,0,0,0,No Failure,10.899999999999977,7417.771494023539,0.14325646301008763
9657,L56836,L,299.0,310.1,1623,33.0,210,0,0,0,0,0,0,No Failure,11.100000000000023,5608.685364453857,0.1293900176870609
9658,L56837,L,299.0,310.0,1484,39.6,212,0,0,0,0,0,0,No Failure,11.0,6154.0030172639745,0.14285714189449367
9659,L56838,L,299.0,309.9,1548,34.5,214,0,0,0,0,0,0,No Failure,10.899999999999977,5592.663241920549,0.1382428931638056
9660,L56839,L,298.9,309.8,1287,61.9,216,1,0,0,0,1,0,OSF,10.900000000000034,8342.53070753423,0.1678321665281106
9661,M24520,M,298.9,309.8,1392,43.1,218,0,0,0,0,0,0,No Failure,10.900000000000034,6282.682652355012,0.1566091942772328
9662,H39075,H,299.0,310.0,1458,44.9,221,0,0,0,0,0,0,No Failure,11.0,6855.39499310443,0.15157750238972906
9663,M24522,M,299.1,310.1,1570,30.9,226,0,0,0,0,0,0,No Failure,11.0,5080.269480120054,0.14394904366911437
9664,L56843,L,299.1,310.1,1435,48.8,229,1,0,0,0,1,0,OSF,11.0,7333.315011519533,0.1595818804210322
9665,L56844,L,299.1,310.2,1317,54.8,231,1,0,0,0,1,0,OSF,11.099999999999966,7557.792278594036,0.17539863192559885
9666,L56845,L,299.2,310.3,1610,33.3,233,0,0,0,0,0,0,No Failure,11.100000000000023,5614.340231230319,0.14472049599552486
9667,M24526,M,299.1,310.3,1838,24.0,235,0,0,0,0,0,0,No Failure,11.199999999999989,4619.397837838431,0.12785636491917102
9668,L56847,L,299.2,310.3,1352,48.9,238,1,0,0,0,1,0,OSF,11.100000000000023,6923.316226275043,0.17603550165654214
9669,L56848,L,299.1,310.3,1619,35.2,240,0,0,0,0,0,0,No Failure,11.199999999999989,5967.853180563267,0.14823965319184895
9670,L56849,L,299.1,310.3,1619,31.1,242,0,0,0,0,0,0,No Failure,11.199999999999989,5272.733918054478,0.14947498363511438
9671,L56850,L,299.0,310.2,1690,30.7,244,0,0,0,0,0,0,No Failure,11.199999999999989,5433.175054873308,0.14437869737054027
9672,L56851,L,299.0,310.2,1412,44.1,246,0,0,0,0,0,0,No Failure,11.199999999999989,6520.815375497118,0.17422096193894504
9673,H39086,H,299.0,310.2,1744,31.5,0,0,0,0,0,0,0,No Failure,11.199999999999989,5752.884467253629,0.0
9674,M24533,M,299.0,310.1,1593,35.4,5,0,0,0,0,0,0,No Failure,11.100000000000023,5905.377374658877,0.003138731932587998
9675,L56854,L,299.1,310.2,1695,29.6,8,0,0,0,0,0,0,No Failure,11.099999999999966,5253.99955386357,0.004719763983954195
9676,M24535,M,299.0,310.2,1298,57.2,10,0,0,0,0,0,0,No Failure,11.199999999999989,7774.981050712212,0.007704160187179044
9677,L56856,L,299.0,310.1,1886,21.2,13,0,0,0,0,0,0,No Failure,11.100000000000023,4187.03091290038,0.006892894979358987
9678,L56857,L,299.0,310.1,2033,19.3,15,0,0,0,0,0,0,No Failure,11.100000000000023,4108.878559654579,0.00737825869464703
9679,M24538,M,299.1,310.2,1711,28.1,17,0,0,0,0,0,0,No Failure,11.099999999999966,5034.831578373634,0.009935710052976563
9680,L56859,L,299.1,310.2,1598,33.4,20,0,0,0,0,0,0,No Failure,11.099999999999966,5589.228433952624,0.01251564447737394
9681,L56860,L,299.1,310.1,1894,24.2,22,0,0,0,0,0,0,No Failure,11.0,4799.809031958581,0.011615628238565849
9682,M24541,M,299.1,310.1,1412,44.4,24,0,0,0,0,0,0,No Failure,11.0,6565.174663765805,0.01699716701843366
9683,L56862,L,299.1,310.0,1394,46.6,27,0,0,0,0,0,0,No Failure,10.899999999999977,6802.637180475147,0.019368722960052202
9684,M24543,M,299.0,310.0,1338,56.4,29,0,0,0,0,0,0,No Failure,11.0,7902.487824545909,0.021674140346232135
9685,H39098,H,298.9,309.9,1376,51.0,32,0,0,0,0,0,0,No Failure,11.0,7348.813535277243,0.023255813784478097
9686,L56865,L,299.0,310.0,1360,48.1,37,0,0,0,0,0,0,No Failure,11.0,6850.347500907663,0.027205882152897924
9687,L56866,L,299.1,310.1,1486,40.7,39,0,0,0,0,0,0,No Failure,11.0,6333.471733588047,0.02624495271705954
9688,M24547,M,299.1,310.1,1649,31.6,41,0,0,0,0,0,0,No Failure,11.0,5456.778887677279,0.02486355351811065
9689,L56868,L,299.1,310.1,1367,45.6,44,0,0,0,0,0,0,No Failure,11.0,6527.726879335016,0.032187271161761004
9690,L56869,L,299.0,310.1,1362,59.5,46,0,0,0,0,0,0,No Failure,11.100000000000023,8486.384235142106,0.03377386171972201
9691,M24550,M,298.9,310.0,1520,35.6,48,0,0,0,0,0,0,No Failure,11.100000000000023,5666.595389035029,0.031578947160664825
9692,L56871,L,299.0,310.0,1582,31.9,51,0,0,0,0,0,0,No Failure,11.0,5284.766217917726,0.032237673626816225
9693,M24552,M,299.0,310.0,1667,30.0,53,0,0,0,0,0,0,No Failure,11.0,5237.034953534185,0.03179364108102195
9694,L56873,L,298.9,310.0,1693,28.8,56,0,0,0,0,0,0,No Failure,11.100000000000023,5105.967708026419,0.033077377241125944
9695,L56874,L,298.9,310.0,1559,33.4,58,0,0,0,0,0,0,No Failure,11.100000000000023,5452.820480933756,0.03720333523282017
9696,L56875,L,298.9,309.9,1592,32.0,60,0,0,0,0,0,0,No Failure,11.0,5334.8432048159475,0.03768844197431883
9697,L56876,L,298.9,309.9,1404,39.8,62,0,0,0,0,0,0,No Failure,11.0,5851.656140282492,0.044159543845017496
9698,M24557,M,298.8,309.8,1413,45.5,64,0,0,0,0,0,0,No Failure,11.0,6732.590136275606,0.04529370102410686
9699,L56878,L,298.8,309.8,1663,28.2,67,0,0,0,0,0,0,No Failure,11.0,4911.0004679446365,0.040288634754728596
9700,L56879,L,298.8,309.8,1508,36.3,69,0,0,0,0,0,0,No Failure,11.0,5732.401283152222,0.04575596786633974
9701,M24560,M,298.9,309.8,1353,53.7,71,0,0,0,0,0,0,No Failure,10.900000000000034,7608.528999949513,0.05247597891739853
9702,L56881,L,298.8,309.8,1485,42.4,74,0,0,0,0,0,0,No Failure,11.0,6593.574661354257,0.049831649496083166
9703,L56882,L,298.9,310.0,1633,31.2,76,0,0,0,0,0,0,No Failure,11.100000000000023,5335.429635444617,0.04654010994157924
9704,L56883,L,298.9,310.0,1422,43.6,78,0,0,0,0,0,0,No Failure,11.100000000000023,6492.54104161481,0.054852320289364834
9705,L56884,L,298.9,310.1,1577,41.4,80,0,0,0,0,0,0,No Failure,11.200000000000045,6836.922428301322,0.050729232398673225
9706,L56885,L,298.9,310.0,1482,41.1,82,0,0,0,0,0,0,No Failure,11.100000000000023,6378.5012282895,0.055330633904651594
9707,M24566,M,299.0,310.1,1705,30.1,84,0,0,0,0,0,0,No Failure,11.100000000000023,5374.270192618499,0.04926686188113277
9708,L56887,L,299.0,310.1,1699,32.9,87,0,0,0,0,0,0,No Failure,11.100000000000023,5853.530623899133,0.05120659181161512
9709,L56888,L,299.0,310.1,1664,29.7,89,0,0,0,0,0,0,No Failure,11.100000000000023,5175.334073817681,0.05348557660164918
9710,M24569,M,299.0,310.0,1486,34.6,91,0,0,0,0,0,0,No Failure,11.0,5384.229041330379,0.061238223006472255
9711,L56890,L,299.1,310.1,1336,61.3,94,0,0,0,0,0,0,No Failure,11.0,8576.212841083752,0.07035928091048442
9712,H39125,H,299.1,310.1,1429,42.9,96,0,0,0,0,0,0,No Failure,11.0,6419.750339831134,0.06717984557606826
9713,M24572,M,299.1,310.2,1456,48.4,101,0,0,0,0,0,0,No Failure,11.099999999999966,7379.643031184471,0.06936813139170239
9714,L56893,L,299.1,310.2,1496,45.0,104,0,0,0,0,0,0,No Failure,11.099999999999966,7049.733914655496,0.06951871611284281
9715,L56894,L,299.1,310.1,1894,20.1,106,0,0,0,0,0,0,No Failure,11.0,3986.618245552376,0.05596620878581727
9716,L56895,L,299.1,310.1,1373,55.6,108,0,0,0,0,0,0,No Failure,11.0,7994.180442128683,0.07865986832731342
9717,H39130,H,299.0,310.0,1387,45.2,110,0,0,0,0,0,0,No Failure,11.0,6565.132775863758,0.07930785811602122
9718,L56897,L,298.9,309.9,1500,44.2,115,0,0,0,0,0,0,No Failure,11.0,6942.919764433444,0.07666666615555556
9719,L56898,L,298.9,309.9,1517,36.6,117,0,0,0,0,0,0,No Failure,11.0,5814.271187704774,0.07712590588578835
9720,L56899,L,298.9,309.9,1309,56.2,119,0,0,0,0,0,0,No Failure,11.0,7703.792561181866,0.09090909021459824
9721,M24580,M,298.9,309.9,1357,54.5,121,0,0,0,0,0,0,No Failure,11.0,7744.706569507118,0.08916728010930523
9722,L56901,L,298.8,309.8,1490,40.6,124,0,0,0,0,0,0,No Failure,11.0,6334.916866208699,0.08322147595153372
9723,H39136,H,298.8,309.8,1911,21.6,126,0,0,0,0,0,0,No Failure,11.0,4322.580163927268,0.06593406558904204
9724,L56903,L,298.8,309.8,1599,33.6,131,0,0,0,0,0,0,No Failure,11.0,5626.215451460889,0.0819262033650644
9725,M24584,M,298.8,309.7,2098,19.0,133,0,0,0,0,0,0,No Failure,10.899999999999977,4174.338878579878,0.06339370799145039
9726,M24585,M,298.7,309.7,1629,27.9,136,0,0,0,0,0,0,No Failure,11.0,4759.418622408928,0.08348680120634254
9727,L56906,L,298.8,309.8,1557,37.2,139,0,0,0,0,0,0,No Failure,11.0,6065.410104432742,0.08927424477023607
9728,L56907,L,298.8,309.8,1461,39.4,141,0,0,0,0,0,0,No Failure,11.0,6028.025151855023,0.09650923958583683
9729,L56908,L,298.8,309.8,1563,33.7,143,0,0,0,0,0,0,No Failure,11.0,5515.914133393351,0.09149072238329672
9730,L56909,L,298.7,309.8,1695,29.0,145,0,0,0,0,0,0,No Failure,11.100000000000023,5147.499562906876,0.08554572220916978
9731,L56910,L,298.8,310.0,1528,36.7,147,0,0,0,0,0,0,No Failure,11.199999999999989,5872.432539698233,0.09620418785206683
9732,L56911,L,298.8,310.0,1389,49.6,149,0,0,0,0,0,0,No Failure,11.199999999999989,7214.604697115888,0.10727141751424465
9733,L56912,L,298.9,310.0,2231,17.4,151,0,0,0,0,0,0,No Failure,11.100000000000023,4065.1580618921203,0.0676826532152279
9734,M24593,M,298.9,310.1,1442,42.9,153,0,0,0,0,0,0,No Failure,11.200000000000045,6478.152547261368,0.10610263449304692
9735,H39148,H,298.9,310.1,1458,44.3,156,0,0,0,0,0,0,No Failure,11.200000000000045,6763.786151325751,0.10699588403980875
9736,L56915,L,299.0,310.1,1444,47.7,161,0,0,0,0,0,0,No Failure,11.100000000000023,7212.971068936022,0.11149584410321438
9737,M24596,M,298.9,310.0,1348,58.2,163,0,0,0,0,0,0,No Failure,11.100000000000023,8215.64178025574,0.12091988040860623
9738,L56917,L,298.9,310.0,1791,27.6,166,0,0,0,0,0,0,No Failure,11.100000000000023,5176.465047172974,0.09268564995708738
9739,L56918,L,299.0,310.0,1509,38.0,168,0,0,0,0,0,0,No Failure,11.0,6004.840198071531,0.11133200721449962
9740,L56919,L,298.9,310.0,1515,42.9,170,0,0,0,0,0,0,No Failure,11.100000000000023,6806.103404369607,0.11221122038144409
9741,M24600,M,298.9,310.1,1655,31.5,172,0,0,0,0,0,0,No Failure,11.200000000000045,5459.302633775663,0.10392749181916923
9742,L56921,L,298.9,310.1,1495,42.9,175,0,0,0,0,0,0,No Failure,11.200000000000045,6716.253854476939,0.11705685540430197
9743,L56922,L,298.9,310.2,1623,37.2,177,0,0,0,0,0,0,No Failure,11.300000000000011,6322.51804720253,0.10905730062195132
9744,L56923,L,298.9,310.2,1562,42.5,179,0,0,0,0,0,0,No Failure,11.300000000000011,6951.8209436186135,0.11459667020104565
9745,L56924,L,298.8,310.1,1574,36.2,181,0,0,0,0,0,0,No Failure,11.300000000000011,5966.80598301207,0.11499364602926528
9746,L56925,L,298.8,310.0,1611,32.4,183,0,0,0,0,0,0,No Failure,11.199999999999989,5465.994226127809,0.11359404026322756
9747,L56926,L,298.8,310.0,1403,45.6,185,0,0,0,0,0,0,No Failure,11.199999999999989,6699.634829339449,0.13186029841867214
9748,L56927,L,298.8,310.1,1481,47.4,187,0,0,0,0,0,0,No Failure,11.300000000000011,7351.263977547043,0.12626603560927727
9749,M24608,M,298.9,310.1,1441,41.2,189,0,0,0,0,0,0,No Failure,11.200000000000045,6217.128085650104,0.13115891650826567
9750,H39163,H,298.8,310.1,1483,45.4,192,0,0,0,0,0,0,No Failure,11.300000000000011,7050.592616647476,0.12946729514856847
9751,L56930,L,298.7,310.0,1555,32.6,197,0,0,0,0,0,0,No Failure,11.300000000000011,5308.558546280913,0.1266881020791762
9752,L56931,L,298.6,309.9,1615,28.8,199,0,0,0,0,0,0,No Failure,11.299999999999955,4870.725250125615,0.12321981347851509
9753,L56932,L,298.6,309.8,1561,32.6,201,0,0,0,0,0,0,No Failure,11.199999999999989,5329.041730382319,0.1287636122436668
9754,L56933,L,298.5,309.8,1593,35.1,203,0,0,0,0,0,0,No Failure,11.300000000000011,5855.331803687192,0.12743251646307271
9755,M24614,M,298.5,309.7,1552,34.0,205,0,0,0,0,0,0,No Failure,11.199999999999989,5525.852038154206,0.13208762801489932
9756,H39169,H,298.5,309.7,1561,35.3,208,0,0,0,0,0,0,No Failure,11.199999999999989,5770.4040822851475,0.1332479171476751
9757,L56936,L,298.6,309.8,1597,35.9,213,0,0,0,0,0,0,No Failure,11.199999999999989,6003.82441644687,0.1333750774365994
9758,M24617,M,298.6,309.9,1517,34.0,215,0,0,0,0,0,0,No Failure,11.299999999999955,5401.235529561812,0.14172709201234612
9759,L56938,L,298.6,309.8,2271,16.2,218,1,1,0,0,0,0,TWF,11.199999999999989,3852.6607348033067,0.09599295422284035
9760,L56939,L,298.5,309.7,1613,36.7,0,0,0,0,0,0,0,No Failure,11.199999999999989,6199.105815794012,0.0
9761,M24620,M,298.5,309.6,1509,47.3,2,0,0,0,0,0,0,No Failure,11.100000000000023,7474.445825494299,0.0013253810382678527
9762,L56941,L,298.6,309.7,1703,26.1,5,0,0,0,0,0,0,No Failure,11.099999999999966,4654.615091485173,0.0029359952851673796
9763,L56942,L,298.6,309.7,1925,22.1,7,0,0,0,0,0,0,No Failure,11.099999999999966,4455.040182178126,0.0036363636174734358
9764,M24623,M,298.6,309.6,1635,29.7,9,0,0,0,0,0,0,No Failure,11.0,5085.138948733118,0.005504587122296103
9765,L56944,L,298.5,309.5,1294,66.7,12,1,0,0,1,0,0,PWF,11.0,9038.34112042681,0.00927357025290904
9766,L56945,L,298.6,309.6,1472,39.1,14,0,0,0,0,0,0,No Failure,11.0,6027.166449863042,0.009510869500605507
9767,H39180,H,298.6,309.6,1449,42.5,16,0,0,0,0,0,0,No Failure,11.0,6448.904319656447,0.011042097922414784
9768,L56947,L,298.6,309.6,1563,35.0,21,0,0,0,0,0,0,No Failure,11.0,5728.694203820988,0.013435700489854763
9769,L56948,L,298.6,309.6,1611,35.7,23,0,0,0,0,0,0,No Failure,11.0,6022.715860270457,0.014276846590460295
9770,L56949,L,298.6,309.6,1386,48.6,25,0,0,0,0,0,0,No Failure,11.0,7053.880816958234,0.018037517907377214
9771,H39184,H,298.6,309.5,1584,31.8,27,0,0,0,0,0,0,No Failure,10.899999999999977,5274.859729083406,0.017045454437844353
9772,M24631,M,298.7,309.6,1424,50.4,32,0,0,0,0,0,0,No Failure,10.900000000000034,7515.694937035933,0.022471909954551193
9773,L56952,L,298.5,309.5,1561,34.8,35,0,0,0,0,0,0,No Failure,11.0,5688.6703134142535,0.022421524520041484
9774,L56953,L,298.5,309.4,1560,37.9,37,0,0,0,0,0,0,No Failure,10.899999999999977,6191.450801694764,0.023717948565910585
9775,H39188,H,298.6,309.5,1375,41.0,39,0,0,0,0,0,0,No Failure,10.899999999999977,5903.57619487082,0.028363636157355373
9776,M24635,M,298.6,309.5,1684,27.8,44,0,0,0,0,0,0,No Failure,10.899999999999977,4902.476279877897,0.026128265878098186
9777,M24636,M,298.6,309.6,1397,54.1,47,0,0,0,0,0,0,No Failure,11.0,7914.47823650711,0.033643521591671284
9778,L56957,L,298.6,309.6,1387,57.6,50,0,0,0,0,0,0,No Failure,11.0,8366.186900215762,0.03604902641637328
9779,H39192,H,298.7,309.7,1311,54.5,52,0,0,0,0,0,0,No Failure,11.0,7482.17414342213,0.03966437803459666
9780,L56959,L,298.8,309.8,1509,36.2,57,0,0,0,0,0,0,No Failure,11.0,5720.400399215511,0.0377733595906338
9781,M24640,M,298.8,309.8,1477,46.7,59,0,0,0,0,0,0,No Failure,11.0,7223.13935715814,0.03994583588391445
9782,L56961,L,298.8,309.9,1441,41.6,62,0,0,0,0,0,0,No Failure,11.099999999999966,6277.488552501077,0.0430256763148808
9783,L56962,L,298.7,309.9,1404,47.1,64,0,0,0,0,0,0,No Failure,11.199999999999989,6924.94985445491,0.045584045259372895
9784,H39197,H,298.8,309.9,1466,44.6,66,0,0,0,0,0,0,No Failure,11.099999999999966,6846.954580841786,0.04502046354010598
9785,M24644,M,298.7,309.8,1435,48.8,71,0,0,0,0,0,0,No Failure,11.100000000000023,7333.315011519533,0.0494773515715864
9786,H39199,H,298.7,309.7,1697,29.8,74,0,0,0,0,0,0,No Failure,11.0,5295.740848254266,0.043606363915106874
9787,M24646,M,298.7,309.6,1738,27.3,79,0,0,0,0,0,0,No Failure,10.900000000000034,4968.680109064545,0.04545454519301182
9788,H39201,H,298.6,309.5,1420,50.4,82,0,0,0,0,0,0,No Failure,10.899999999999977,7494.583434403809,0.057746478466574096
9789,M24648,M,298.5,309.5,1535,39.8,87,0,0,0,0,0,0,No Failure,11.0,6397.643999525373,0.056677524060732745
9790,L56969,L,298.6,309.6,1715,28.4,90,0,0,0,0,0,0,No Failure,11.0,5100.480392858148,0.05247813380479222
9791,L56970,L,298.6,309.5,1483,43.2,92,0,0,0,0,0,0,No Failure,10.899999999999977,6708.933943594075,0.06203641225868906
9792,M24651,M,298.5,309.4,1521,37.5,94,0,0,0,0,0,0,No Failure,10.899999999999977,5972.953032637594,0.06180144601050989
9793,H39206,H,298.5,309.4,1573,36.0,97,0,0,0,0,0,0,No Failure,10.899999999999977,5930.0702929160925,0.061665606728127105
9794,H39207,H,298.5,309.4,1414,46.7,102,0,0,0,0,0,0,No Failure,10.899999999999977,6915.043365620589,0.07213578449691807
9795,L56974,L,298.5,309.3,1590,33.9,107,0,0,0,0,0,0,No Failure,10.800000000000011,5644.499520704781,0.06729559706103398
9796,L56975,L,298.5,309.3,1623,33.1,109,0,0,0,0,0,0,No Failure,10.800000000000011,5625.681380709778,0.06715958060899828
9797,H39210,H,298.4,309.3,1694,30.9,111,0,0,0,0,0,0,No Failure,10.900000000000034,5481.513693836542,0.06552538332039325
9798,M24657,M,298.4,309.2,1597,33.5,116,0,0,0,0,0,0,No Failure,10.800000000000011,5602.454539024237,0.07263619240678652
9799,L56978,L,298.5,309.3,1471,44.7,119,0,0,0,0,0,0,No Failure,10.800000000000011,6885.711362211573,0.08089734819240416
9800,M24659,M,298.5,309.3,1551,34.7,121,0,0,0,0,0,0,No Failure,10.800000000000011,5635.985804613553,0.07801418389417032
9801,H39214,H,298.5,309.3,1421,50.3,124,0,0,0,0,0,0,No Failure,10.800000000000011,7484.980632859338,0.08726249058928578
9802,M24661,M,298.4,309.3,1496,45.6,129,0,0,0,0,0,0,No Failure,10.900000000000034,7143.730366850903,0.08622994594766079
9803,H39216,H,298.4,309.3,1984,19.2,132,0,0,0,0,0,0,No Failure,10.900000000000034,3989.068687822175,0.0665322577291721
9804,L56983,L,298.4,309.2,1692,29.8,137,0,0,0,0,0,0,No Failure,10.800000000000011,5280.137604741437,0.08096926666093814
9805,L56984,L,298.4,309.1,1467,42.5,139,0,0,0,0,0,0,No Failure,10.700000000000045,6529.014932322988,0.09475119226481805
9806,L56985,L,298.4,309.2,1651,28.5,141,0,0,0,0,0,0,No Failure,10.800000000000011,4927.430997522911,0.08540278567290863
9807,L56986,L,298.3,309.1,1417,60.5,143,0,0,0,0,0,0,No Failure,10.800000000000011,8977.467526775752,0.10091743048046979
